id,open_edges
5151,50792-51109-51111-51113-51115-51117-54742-54744-55461-55874-58878-59801
5152,50801-50803-50893-50949-51282-54493-54507
5153,50809-50947-51231-51747-54917
5154,50828
5155,50845-50846-50873
5156,50854-52196-52202-54592-54594-54694-59198-59202-60314-60316
5157,50866-51384-51387-51819-51821-51822-51824-51826-51867-51872-51884-51886-51904-51906-51936-51962-51964-51967-51990-52041-52489-52554-52788-52823-52924-53100-53158-53728-54253-54952-54959-54960-54967-55541-55545-55560-55650-55652-55787-57301-58230-58526-58528-58530-58534-58536-58539-58546-58548-58572-59974-60258-60395
5158,50870-50881-52300-58948
5159,50875-50887-50903-53133
5160,50878-50919-50945-57820-57827-57828
5161,50895-50972-50974-50976-50982-50990-50993-51012-51018-51020-51164-51166-51169-51178-51369-51467-51758-51765-52178-52462-52645-56764-58400
5162,50898
5163,50906-50908-50910-50912-51138-51142-51144-51148-51150-51280-53428-54376-60271-60336
5164,50965
5165,50995-51081
5166,50997
5167,50999
5168,51001
5169,51003
5170,51005
5171,51007
5172,51009
5173,51077
5174,51079
5175,51083
5176,51091
5177,51092
5178,51095
5179,51097
5180,51099
5181,51101
5182,51103-51859-54589-54604-57369
5183,51118
5184,51121
5185,51123
5186,51125
5187,51127
5188,51129
5189,51131
5190,51133
5191,51135
5192,51137
5193,51147
5194,51201-51215-51217
5195,51204
5196,51207
5197,51208
5198,51211
5199,51219-51325-51521-52896-58049
5200,51221-51961-53744
5201,51229
5202,51233
5203,51235
5204,51236
5205,51239
5206,51245-53037-54097-54243
5207,51249-51608-51648-51652-51664-51692-51695-51706-52043-52183-52205-52210-52218-53878-55550-55552-55555-55862-56167-56219-57319-58633-58940-58943-60516-60519-60557-60558-60570-60740-60742
5208,51250-51253-51285-51323-51367
5209,51258
5210,51267-52007
5211,51271-54111
5212,51303
5213,51304-51309-51318-51398-51524-51625-51730-59861
5214,51307-51311-51313-51729-51927-51999-52097
5215,51331-51869
5216,51339
5217,51343
5218,51344-52117-52199-52432-53432-54154-54542-54982-55062-58532
5219,51347
5220,51363-58774-58776-58903
5221,51393-51804-51981-52000-52051-52096-53023-53453-60021-60339-60639
5222,51407-53058-54174-54278-55090-56008-56208-57582-57772-58792
5223,51408-60058
5224,51411
5225,51412
5226,51423-51529-51739-51781-51783-51817-53873-53937-53979-54727-54871-56129-56239-56419-57861-58757-58759-58783-59287-59311-59491-59651-59985-60331
5227,51450-52600
5228,51463
5229,51474
5230,51490
5231,51511
5232,51512
5233,51515
5234,51526
5235,51539
5236,51577-53709-54491-54743-54745-55018-55661
5237,51590
5238,51618-52206
5239,51627-52151
5240,51628-53885-53886-53889-54330
5241,51643-51761-51898-51939-52131-52799-52801-52803-52821-52830-53459-57111-58031
5242,51649
5243,51676-54116-54512-54514-55520-55522
5244,51681-51687
5245,51697-51699-51794-51857-52557-52833-52835-52848-52939-52979-53626-54019-54951-55183-55854-56922-57015-57677-57729-57731-57732-57734-57736-57762-57903-57905-58058-58225-59719-59720-59723-60483-60707
5246,51701
5247,51703
5248,51709
5249,51711
5250,51713
5251,51715
5252,51716
5253,51719
5254,51721
5255,51722
5256,51725
5257,51727
5258,51766-52195-54555-54674-55470-55473-55510-55562-56440-56921-57051-57058-57530-60835
5259,51768
5260,51785-51865
5261,51855-52123-52185-52415
5262,51875-54484-54919
5263,51882-52136-56740
5264,51922
5265,51924
5266,51948
5267,51969
5268,51975-55987
5269,51976
5270,51979
5271,52008-52407-52411-53707
5272,52018-52021-52033-59908
5273,52026
5274,52037-52157
5275,52075-52298-52308-52531-52944-52968-53388-54318-54705-54724-54728-54734-54974-56642-57290-57292-57296
5276,52083-52513
5277,52086-53334
5278,52133-52455-52813-52815-52819
5279,52135
5280,52245-52247-52249-52251-52253
5281,52254
5282,52257
5283,52259
5284,52261
5285,52264-52295-52297-52577-52883-52884-52977-54598-54622
5286,52267
5287,52269
5288,52281
5289,52288
5290,52316-52695
5291,52335-52559-52585-53063-53079-55637-58500-58813-58837-59081
5292,52339-52692
5293,52341
5294,52343
5295,52346
5296,52385
5297,52397
5298,52404-52646-54442-54596-54602-54748
5299,52444-52772-52783-52792-53457-53621-53791-54173-54561-54563-54806-55449-55455-55456-55621-55623-55713-56433-56434-56511-56513-56515-57099-57106-58429-58438-58479
5300,52484-52490-52804-53460-53604-53922-57456
5301,52497
5302,52502
5303,52507
5304,52510-52532-52847-53048-53089-53606-53614-53817-58544
5305,52515
5306,52517
5307,52523
5308,52525
5309,52527
5310,52529
5311,52540-58420
5312,52542-52548-56741-56749
5313,52561
5314,52569
5315,52578
5316,52582-52935-57523
5317,52587
5318,52589-52597
5319,52592-52602-52764
5320,52595
5321,52605
5322,52606-53434-53798-54518-55791-55798
5323,52609-52893-52933-52937-52941-53331-57495
5324,52612-52765
5325,52615
5326,52633
5327,52649
5328,52707-52869-52887-53077
5329,52811-52855-53145-53611-54002-56141-56171-59070-59291-59383-59385
5330,52817
5331,52836-52838-53142-53187-53340-54840-57307
5332,52840
5333,52841
5334,52845-53087-53676-54903-55171
5335,52859
5336,52861
5337,52863
5338,52865
5339,52900
5340,52905
5341,52914-52919
5342,52930-52942-52946-52970-53134-55886-55902-56136-56980-56992-56996-57025-57070-57374-57376-57390
5343,53031-53047-53055
5344,53073
5345,53085-53691
5346,53156-59714-59716
5347,53163
5348,53167
5349,53169
5350,53181
5351,53183
5352,53254-53918
5353,53335-54014
5354,53342-53344-53346-53349-53351-53352-53354-53357-53371-53373-53381-53383-53385-53386-53558-55594-55601-60559
5355,53343
5356,53345
5357,53347
5358,53348
5359,53350
5360,53353
5361,53355
5362,53356
5363,53360-53362-53364-53495
5364,53367-53917
5365,53374
5366,53377-53392-53394-53396-53503-53527-53528-53565-53586-53591-56231-56383-57363-60551
5367,53379-53401-53402-53404-53407-53408-53411-53413-53478-53481-53482-53485-53487-53488-53490-53493-53497-53499-53500-53561-53563-54125-55587-55602-56993-59702-60511-60556
5368,53380
5369,53382
5370,53384
5371,53387
5372,53393
5373,53395
5374,53397
5375,53400
5376,53403
5377,53405
5378,53406
5379,53409
5380,53410
5381,53412
5382,53439
5383,53444
5384,53455-54295-54403-54473
5385,53466-53512
5386,53468
5387,53471-53477-53531-53533-53535-53536-53538-53540-53543-53544-53546-53549-53551-53552-53554-53557-55590-55593-60571
5388,53474-53505-53506-53508-53592-53800-53802-53804-56253-60512-60537
5389,53479
5390,53480
5391,53483
5392,53484
5393,53486
5394,53489
5395,53491
5396,53492
5397,53498
5398,53501
5399,53507
5400,53509
5401,53517-56353
5402,53526
5403,53529
5404,53530
5405,53532
5406,53534
5407,53537
5408,53539
5409,53541
5410,53542
5411,53545
5412,53547
5413,53548
5414,53550
5415,53553
5416,53555
5417,53556
5418,53559
5419,53560
5420,53564
5421,53587
5422,53590
5423,53593
5424,53595-53597-53598-53600-53631-57084-57086
5425,53637-59217
5426,53641-54049-54444
5427,53694-54118-54342
5428,53697-53727-53879
5429,53699
5430,53700-53793-55180-55386-55390-55516-55518-55526-55530-55532-55576-55618
5431,53703
5432,53705-53765
5433,53710
5434,53713-55667
5435,53715
5436,53716
5437,53721
5438,53724-57270
5439,53743-54057-59509
5440,53755-54164-55088-56466-57992-58437-59822
5441,53757-53910-55120-55187-55566-55569
5442,53758-53895-53943-54139-55907
5443,53761-55001-55009-55013-56159
5444,53801
5445,53803
5446,53812
5447,53821
5448,53827
5449,53828
5450,53831
5451,53833
5452,53835-53881
5453,53864
5454,53867
5455,53868
5456,53871
5457,53896-56779-57089-57395
5458,53903-54226-54228-54232-54482-54487-54489-54883-54929-54930-55639-56816-58906-59877-59893-59916
5459,53927-54103
5460,53928-53935-53941-54503
5461,53933-53944-53946-54669
5462,53954
5463,53958-53960-53962-53966-53968-54150
5464,53970-54006-55313-55617-56442-56600-57067-59795-60411-60632
5465,53980
5466,53983
5467,53985
5468,53986
5469,53989
5470,53991
5471,53992
5472,53995
5473,53997
5474,53999
5475,54063
5476,54065
5477,54067
5478,54068
5479,54071
5480,54077
5481,54079
5482,54080
5483,54084
5484,54087
5485,54089
5486,54091
5487,54093
5488,54098-54107
5489,54105
5490,54106
5491,54114-54171
5492,54121
5493,54131
5494,54133
5495,54136-54146-54149-54217-54317-54338-54527-54624-55006-55021
5496,54163-55645-55709-56819-57542
5497,54210
5498,54224-54244-54246
5499,54240
5500,54285-54311-54313-54314-54346-54349-54496-54599-54617-54618-54620-54623-54625-54627-54628-54630-54691
5501,54289
5502,54291
5503,54293-54516-54540-54580
5504,54294-54402-54472-57974-59040
5505,54305-54557
5506,54307
5507,54321-54337
5508,54328-54532-54586-55897-55898-55901-56145-56271-56664-56677-56691-57730-57840-57866-58068-58138-58141-58153-59275-59339-59389
5509,54340
5510,54355
5511,54357
5512,54383
5513,54384
5514,54387
5515,54389
5516,54391
5517,54393
5518,54395
5519,54397
5520,54399
5521,54401
5522,54405-54643
5523,54407-54635
5524,54409-54633
5525,54411-54657
5526,54412-54640
5527,54415-54663
5528,54417-54639
5529,54419-54647
5530,54421-54665
5531,54423-54645
5532,54425-54637
5533,54427-54659
5534,54429-54821
5535,54431-54661
5536,54479-54553-55277-55365-55699-55701-55745-55785-58035-58323
5537,54525
5538,54565
5539,54571-54573-54681-54895-55524-55528-55739-55939
5540,54591-54610-54615-60514
5541,54613
5542,54679-59655-59745
5543,54682-55472
5544,54696-55254-55266-55288-55294-55718-58421-58434-58820-59918
5545,54700-54712-55093-55095-55097-55099-55101-55103-55105-56197-56199-56459-59457-60647
5546,54702-56602
5547,54717-54720-54723-55046-55424-55437-55452-55480-55919-55938-56444-56766-58402-58513-58565-58584-58596-59117-59188-59280-59670-59824-59867-59978-60032-60768
5548,54777
5549,54779
5550,54781
5551,54783
5552,54785
5553,54787
5554,54789
5555,54791
5556,54793
5557,54795
5558,54797
5559,54811-55065-58603-58605
5560,54812-55578-58574-58918-59911-59912
5561,54815
5562,54817
5563,54819
5564,54827
5565,54829
5566,54831
5567,54832
5568,54835
5569,54837
5570,54839
5571,54843
5572,54847
5573,54849
5574,54875
5575,54885-54887-54889-54891-54907-55110-55127-55375-55925-55955-57043-57983
5576,54896
5577,54898
5578,54900-55178-55868-57386-59076
5579,54911
5580,54913-54915
5581,54916
5582,54920-54939-60809
5583,54922-54924
5584,54927
5585,54933-54935-54937-54943-55037-55491-55493-55499-55625-55655-55659-55693-55735-55759
5586,54946
5587,54969
5588,54979-54985-55025-55033-55275-55280-55297-55311-55819-55981-56468-58863
5589,54987-59015
5590,54990
5591,55014-55026
5592,55023
5593,55041-55643-57759
5594,55060-55465-55681
5595,55117
5596,55118
5597,55122
5598,55124-55162
5599,55125-55443
5600,55163-55346
5601,55176
5602,55185-55191-55263
5603,55197-59603
5604,55232-55236-55286-55300-55302-55314-55322-55324-55330-55332-55366-55368-55426-55430-55648-56436-56438-56486-56502-56504-56564-56566-56756-59066-59134-59692
5605,55305-55381
5606,55329
5607,55338-55477
5608,55349
5609,55350
5610,55354-55762-55933-55971-56007-58459
5611,55357
5612,55359
5613,55361-58163
5614,55363-58179
5615,55392-55502-55512-56132-60848
5616,55445-55685-55851-57465-57845-58787
5617,55469
5618,55478
5619,55489-55789-55832-57966-58237-59436-60363-60370-60380-60382-60644
5620,55495-55957-56018-56020-56022
5621,55508
5622,55514-55672
5623,55614-59178-59232
5624,55628
5625,55631-56015
5626,55633-56641
5627,55635-55729
5628,55640
5629,55647-55725
5630,55665-55691
5631,55674-55679-56278-56983-57847-57879-57898-58091-58112
5632,55705
5633,55707
5634,55711-55731
5635,55722
5636,55727-55743
5637,55733-56787
5638,55803-59206
5639,55830-55840-56424
5640,55867
5641,55890
5642,55914-55922-56071-56077
5643,55926-56788
5644,55928-57786-58422
5645,55945-56153-56211-56213-56659-56661
5646,55949-55953
5647,55951-56075-56096
5648,55975-56027
5649,55982-55985-55990-55993
5650,56028
5651,56032-56040-58271
5652,56036
5653,56048-56078-56080-56082-56084-56087-56088-56090-56150
5654,56064-56066-57420
5655,56072-56550-56569
5656,56104-56155-57178-57182
5657,56113
5658,56126-56795
5659,56142
5660,56148
5661,56152
5662,56163
5663,56164-57031-57041-57372-58334-59292
5664,56173-56177-56178-57340-57378-58115-58285
5665,56181-56183-56201-56280-56555-56556-56797-57209-57211-57212-58867-59557
5666,56204
5667,56217-56287-56583-56585-58835
5668,56264-56275-58520
5669,56272
5670,56282
5671,56284-57042-57045-57046-57982
5672,56294
5673,56299-56709
5674,56300-56308-56320-56322-56326-56346-56738-58412-60038-60074-60318
5675,56303
5676,56305
5677,56306-56310
5678,56312-56710
5679,56315
5680,56317
5681,56319
5682,56341-58669
5683,56342-58666
5684,56400
5685,56404-56410
5686,56425
5687,56465-58518
5688,56471-56477-56479-56482-56484-56491-56494-56499-56520-56522-56526-56548-56561-56563-56571-56572-56574-56576-56581-56586-58445-59562
5689,56480
5690,56493-57037
5691,56496-57868
5692,56529
5693,56558-57157-57346
5694,56579-56582-56584-58834
5695,56603-56934-56937
5696,56616
5697,56618-56626-56901
5698,56629-57075
5699,56651-56655-56679-56941-56973-56995-57001-57027-57033-57081-58005-58127-58129
5700,56657-57054
5701,56663-56793
5702,56666-56669-56680-57181-58390
5703,56686-56693-56695-57123-57127-57130-57147-57149-57191-57207-57221-57335-57656-57661-57705-57855-58387-59261-59263-59331-59333-59403-59405
5704,56697
5705,56699
5706,56701
5707,56705
5708,56706
5709,56713
5710,56715
5711,56717
5712,56719
5713,56745
5714,56769-56771
5715,56774-56914-56918-58080-58082-58376-58704
5716,56780
5717,56783
5718,56801
5719,56806-57002-58450-58904-60022-60724
5720,56813-58352-59853-60297-60299
5721,56829
5722,56832
5723,56835-57023-57537-58275
5724,56839
5725,56843
5726,56845
5727,56846
5728,56849
5729,56851
5730,56853
5731,56855
5732,56857
5733,56859
5734,56895
5735,56897
5736,56899
5737,56938
5738,57003-58451-59917-60023
5739,57011-58547
5740,57013-57074
5741,57052-57056-58044
5742,57053-57057-58028-58972-59514-59518-59620-59920-60561-60564
5743,57064-57072-57116-57600-57726-59440-59444-59835-59866-60262-60296-60332-60506-60842-60866
5744,57096
5745,57128
5746,57141-58041-58047-58435-58821
5747,57152-57154-57164-57167-57172-57174-57233-57238-57240-57250-57252-57254-57438-57454-57458-57488-57500-57502-57510-57514-57520-57532-57534-57538-57540-57544-57588-57590-57592-57594-57602-57658-57698-57722-57738-57838-57872-57886-57915-57918-57934-57936-57940-57942-57954-57956-57968-57978-58014-58062-58110-58122-58142-58144-58156-58158-58166-58168-58186-58188-58194-58196-58200-58208-58252-58654-58656-58658-58672-58678-58680-58683-58684-58686-58698-58700-58702-58726-58728-58736-58744-58746-58750-58752-58950-58956-58958-59116-59242-59326-59344-59348-59350-59394-59396-59398-59408-59492-59506-59540-59652-60028-60031-60036-60044-60064-60232-60530-60532-60535-60599-60600-60604-60702-60802-60804-60810-60812
5748,57160-57350
5749,57193-57219-58385-59031-59177-59355-59363
5750,57223-57305
5751,57257-57487
5752,57262
5753,57272-57383-57441
5754,57274-58383
5755,57277-57353-57453-60081
5756,57289
5757,57298
5758,57306-57413-57414-57417-57418
5759,57309-58133-59266
5760,57317-57396-57402-58119-59139-59209-59236-59243-59538-59599-59606-59657-60052-60743
5761,57322
5762,57325
5763,57338-57436-57917
5764,57341-57379-60089
5765,57367-58379-60737-60901
5766,57382
5767,57431-59317
5768,57446-57468-57482
5769,57450-57959-58239-58249-60429
5770,57461-57466-58008-58588
5771,57491-57507-57513-58327
5772,57519
5773,57524
5774,57527
5775,57553
5776,57555
5777,57557
5778,57571
5779,57573
5780,57575
5781,57577
5782,57579
5783,57581
5784,57585
5785,57587
5786,57599-57639
5787,57604
5788,57611-57613-57615-57617-57619-57621-57623-57625-57627-57629-57631-57633-57635-57637
5789,57641
5790,57643
5791,57650-57776-59304
5792,57652
5793,57687
5794,57692
5795,57709
5796,57725
5797,57745
5798,57748-57851-57852-57864-59021-59271
5799,57756-57760
5800,57757-57761
5801,57782
5802,57784-57787-58393
5803,57793-57991-58136
5804,57797
5805,57803
5806,57810-57843-58258-58365-59605-59788-59907
5807,57859-58273-58433-59073
5808,57862-58087-60188-60208
5809,57875-57882-57884-57888-57895-57900-57939-58060-58099-58187-59104-60584-60590
5810,57877-58291
5811,57921-57948
5812,57960-57963-57964-58238-58248-59342-59393-59426-59636-60348-60350-60352-60432-60664-60668-60671-60672-60674-60676-60678-60686-60688-60690-60692-60694-60696-60698-60700-60703-60704-60706-60708-60710-60720-60882
5813,57975-58446-58611-59041
5814,58011-58543
5815,58048
5816,58050
5817,58053
5818,58081-58399
5819,58089
5820,58094-58096
5821,58107
5822,58121-58293-58810-59664
5823,58130-58184
5824,58146-58164-59897
5825,58149-58150-58308-58311-58312-58314-58316-58318-58321-58410-58414-58416-58418
5826,58161
5827,58171
5828,58172
5829,58175
5830,58177
5831,58181
5832,58183
5833,58191
5834,58207-59851
5835,58212-58570
5836,58221
5837,58223
5838,58261-60765
5839,58265-58601
5840,58266
5841,58269
5842,58277
5843,58279-59875-60018
5844,58281
5845,58283
5846,58287
5847,58289
5848,58295-59691
5849,58297
5850,58299
5851,58301
5852,58303
5853,58305
5854,58324
5855,58329
5856,58331
5857,58335-58617-58717-58719
5858,58362
5859,58389
5860,58471
5861,58497-58499-58533-59856
5862,58504
5863,58508-58789-60624
5864,58510-58521-58784-60894
5865,58568-59078
5866,58571
5867,58629-58826-58936-58946-58952-58954-58960-58963-59016-59096-59109-59111-59150-59345-59347-60124-60281-60538-60541-60543-60545-60549-60568-60733-60858-60867-60905
5868,58661
5869,58663
5870,58664
5871,58670
5872,58723-59928-60498
5873,58731
5874,58733-58734-58883-58893-59043-59059-59281-59891
5875,58748-59565-59591
5876,58814-59454-59646-59649
5877,58817-59273-59422
5878,58843-58899-59535-59541-59737-60195
5879,58844-58846-58849-58853-58854-58857-58859-58860-58862-58865-58866-58869-58871-58873-58875-58876-60324
5880,58851-58881-58885-58891-58901-58909-58921-58939-59013-59029-59387-59461-59895
5881,58914-60722
5882,58965
5883,58970-59902
5884,58989-58990-59023
5885,59000
5886,59019-59046-59165-59167-59179-59187-59189-59197-59207-59215-59223-59267-59430-59435-59447-59452-59501-59533-59665-59797-59836-59839-59847-59859-59931-59968-60697
5887,59035-59038-59604-59640
5888,59075-59248-59965-60851
5889,59094
5890,59118
5891,59123
5892,59127
5893,59140-59265-59564-59590
5894,59175-59183-59901
5895,59210
5896,59218-59230-59860-59862-59864-59932
5897,59238
5898,59241
5899,59264
